temp,value
-260,0.2
-259,0.23
-258,0.26
-257,0.29
-256,0.32
-255,0.36
-254,0.39
-253,0.42
-252,0.45
-251,0.48
-250,0.51
-249,0.67
-248,0.83
-247,1.0
-246,1.16
-245,1.32
-244,1.48
-243,1.65
-242,1.81
-241,1.97
-240,2.13
-239,2.29
-238,2.46
-237,2.62
-236,2.78
-235,2.94
-234,3.11
-233,3.27
-232,3.43
-231,3.59
-230,3.76
-229,3.92
-228,4.08
-227,4.24
-226,4.4
-225,4.57
-224,4.73
-223,4.89
-222,5.05
-221,5.22
-220,5.38
-219,5.54
-218,5.7
-217,5.86
-216,6.03
-215,6.19
-214,6.35
-213,6.51
-212,6.68
-211,6.84
-210,7.0
-209,7.16
-208,7.32
-207,7.49
-206,7.65
-205,7.81
-204,7.97
-203,8.14
-202,8.3
-201,8.46
-200,8.62
-199,8.84
-198,9.06
-197,9.28
-196,9.5
-195,9.72
-194,9.94
-193,10.15
-192,10.37
-191,10.59
-190,10.81
-189,11.03
-188,11.24
-187,11.46
-186,11.68
-185,11.9
-184,12.11
-183,12.33
-182,12.55
-181,12.76
-180,12.98
-179,13.2
-178,13.41
-177,13.63
-176,13.84
-175,14.06
-174,14.27
-173,14.49
-172,14.7
-171,14.92
-170,15.13
-169,15.35
-168,15.56
-167,15.77
-166,15.99
-165,16.2
-164,16.42
-163,16.63
-162,16.84
-161,17.06
-160,17.27
-159,17.48
-158,17.69
-157,17.91
-156,18.12
-155,18.33
-154,18.54
-153,18.76
-152,18.97
-151,19.18
-150,19.39
-149,19.6
-148,19.82
-147,20.03
-146,20.24
-145,20.45
-144,20.66
-143,20.87
-142,21.08
-141,21.29
-140,21.5
-139,21.71
-138,21.92
-137,22.13
-136,22.34
-135,22.55
-134,22.76
-133,22.97
-132,23.18
-131,23.39
-130,23.6
-129,23.81
-128,24.02
-127,24.22
-126,24.43
-125,24.64
-124,24.85
-123,25.06
-122,25.27
-121,25.47
-120,25.68
-119,25.89
-118,26.1
-117,26.31
-116,26.51
-115,26.72
-114,26.93
-113,27.14
-112,27.34
-111,27.55
-110,27.76
-109,27.96
-108,28.17
-107,28.38
-106,28.58
-105,28.79
-104,29.0
-103,29.2
-102,29.41
-101,29.61
-100,29.82
-99,30.02
-98,30.23
-97,30.44
-96,30.64
-95,30.85
-94,31.05
-93,31.26
-92,31.46
-91,31.67
-90,31.87
-89,32.08
-88,32.28
-87,32.49
-86,32.69
-85,32.9
-84,33.1
-83,33.3
-82,33.51
-81,33.71
-80,33.92
-79,34.12
-78,34.32
-77,34.53
-76,34.73
-75,34.94
-74,35.14
-73,35.34
-72,35.55
-71,35.75
-70,35.95
-69,36.16
-68,36.36
-67,36.56
-66,36.76
-65,36.97
-64,37.17
-63,37.37
-62,37.57
-61,37.78
-60,37.98
-59,38.18
-58,38.38
-57,38.59
-56,38.79
-55,38.99
-54,39.19
-53,39.39
-52,39.6
-51,39.8
-50,40.0
-49,40.2
-48,40.4
-47,40.6
-46,40.81
-45,41.01
-44,41.21
-43,41.41
-42,41.61
-41,41.81
-40,42.01
-39,42.21
-38,42.41
-37,42.62
-36,42.82
-35,43.02
-34,43.22
-33,43.42
-32,43.62
-31,43.82
-30,44.02
-29,44.22
-28,44.42
-27,44.62
-26,44.82
-25,45.02
-24,45.22
-23,45.42
-22,45.62
-21,45.82
-20,46.02
-19,46.22
-18,46.42
-17,46.62
-16,46.82
-15,47.02
-14,47.22
-13,47.41
-12,47.61
-11,47.81
-10,48.01
-9,48.21
-8,48.41
-7,48.61
-6,48.81
-5,49.01
-4,49.21
-3,49.4
-2,49.6
-1,49.8
0,50.0
1,50.2
2,50.4
3,50.59
4,50.79
5,50.99
6,51.19
7,51.39
8,51.59
9,51.78
10,51.98
11,52.18
12,52.38
13,52.57
14,52.77
15,52.97
16,53.17
17,53.37
18,53.56
19,53.76
20,53.96
21,54.15
22,54.35
23,54.55
24,54.75
25,54.94
26,55.14
27,55.34
28,55.53
29,55.73
30,55.93
31,56.12
32,56.32
33,56.52
34,56.71
35,56.91
36,57.11
37,57.3
38,57.5
39,57.7
40,57.89
41,58.09
42,58.28
43,58.48
44,58.68
45,58.87
46,59.07
47,59.26
48,59.46
49,59.65
50,59.85
51,60.05
52,60.24
53,60.44
54,60.63
55,60.83
56,61.02
57,61.22
58,61.41
59,61.61
60,61.8
61,62.0
62,62.19
63,62.39
64,62.58
65,62.78
66,62.97
67,63.17
68,63.36
69,63.55
70,63.75
71,63.94
72,64.14
73,64.33
74,64.53
75,64.72
76,64.91
77,65.11
78,65.3
79,65.5
80,65.69
81,65.88
82,66.08
83,66.27
84,66.46
85,66.66
86,66.85
87,67.05
88,67.24
89,67.43
90,67.63
91,67.82
92,68.01
93,68.2
94,68.4
95,68.59
96,68.78
97,68.98
98,69.17
99,69.36
100,69.55
101,69.75
102,69.94
103,70.13
104,70.32
105,70.52
106,70.71
107,70.9
108,71.09
109,71.29
110,71.48
111,71.67
112,71.86
113,72.05
114,72.25
115,72.44
116,72.63
117,72.82
118,73.01
119,73.2
120,73.4
121,73.59
122,73.78
123,73.97
124,74.16
125,74.35
126,74.54
127,74.73
128,74.93
129,75.12
130,75.31
131,75.5
132,75.69
133,75.88
134,76.07
135,76.26
136,76.45
137,76.64
138,76.83
139,77.02
140,77.21
141,77.4
142,77.59
143,77.78
144,77.97
145,78.16
146,78.35
147,78.54
148,78.73
149,78.92
150,79.11
151,79.3
152,79.49
153,79.68
154,79.87
155,80.06
156,80.25
157,80.44
158,80.63
159,80.82
160,81.01
161,81.2
162,81.39
163,81.57
164,81.76
165,81.95
166,82.14
167,82.33
168,82.52
169,82.71
170,82.9
171,83.08
172,83.27
173,83.46
174,83.65
175,83.84
176,84.03
177,84.21
178,84.4
179,84.59
180,84.78
181,84.97
182,85.15
183,85.34
184,85.53
185,85.72
186,85.91
187,86.09
188,86.28
189,86.47
190,86.66
191,86.84
192,87.03
193,87.22
194,87.4
195,87.59
196,87.78
197,87.97
198,88.15
199,88.34
200,88.53
201,88.71
202,88.9
203,89.09
204,89.27
205,89.46
206,89.65
207,89.83
208,90.02
209,90.2
210,90.39
211,90.58
212,90.76
213,90.95
214,91.14
215,91.32
216,91.51
217,91.69
218,91.88
219,92.06
220,92.25
221,92.44
222,92.62
223,92.81
224,92.99
225,93.18
226,93.36
227,93.55
228,93.73
229,93.92
230,94.1
231,94.29
232,94.47
233,94.66
234,94.84
235,95.03
236,95.21
237,95.4
238,95.58
239,95.77
240,95.95
241,96.14
242,96.32
243,96.5
244,96.69
245,96.87
246,97.06
247,97.24
248,97.43
249,97.61
250,97.79
251,97.98
252,98.16
253,98.34
254,98.53
255,98.71
256,98.9
257,99.08
258,99.26
259,99.45
260,99.63
261,99.81
262,100.0
263,100.18
264,100.36
265,100.55
266,100.73
267,100.91
268,101.09
269,101.28
270,101.46
271,101.64
272,101.82
273,102.01
274,102.19
275,102.37
276,102.55
277,102.74
278,102.92
279,103.1
280,103.28
281,103.47
282,103.65
283,103.83
284,104.01
285,104.19
286,104.38
287,104.56
288,104.74
289,104.92
290,105.1
291,105.28
292,105.47
293,105.65
294,105.83
295,106.01
296,106.19
297,106.37
298,106.55
299,106.73
300,106.91
301,107.1
302,107.28
303,107.46
304,107.64
305,107.82
306,108.0
307,108.18
308,108.36
309,108.54
310,108.72
311,108.9
312,109.08
313,109.26
314,109.44
315,109.62
316,109.8
317,109.98
318,110.16
319,110.34
320,110.52
321,110.7
322,110.88
323,111.06
324,111.24
325,111.42
326,111.6
327,111.78
